sample	copynumber	more_than1	presence
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-223.fastq.sort.bam.Kuruka	0.2716890487609912	368	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-224.fastq.sort.bam.Kuruka	0.12579970309466712	70	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-225.fastq.sort.bam.Kuruka	0.1467141715199269	160	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-226.fastq.sort.bam.Kuruka	0.3159326253283088	792	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-227.fastq.sort.bam.Kuruka	0.4637668151193331	1912	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-228.fastq.sort.bam.Kuruka	0.3030960374557497	1019	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-229.fastq.sort.bam.Kuruka	0.16350211259563777	105	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-23.fastq.sort.bam.Kuruka	0.4679033915724563	1026	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-230.fastq.sort.bam.Kuruka	0.2266128811236725	849	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-231.fastq.sort.bam.Kuruka	0.38667100605230104	1641	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-232.fastq.sort.bam.Kuruka	0.3189280575539568	1112	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-234.fastq.sort.bam.Kuruka	0.1711385177572228	275	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-237.fastq.sort.bam.Kuruka	0.2001112253054699	218	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-238.fastq.sort.bam.Kuruka	0.8743810665753111	3520	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-239.fastq.sort.bam.Kuruka	1.855740207833733	7011	present
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-24.fastq.sort.bam.Kuruka	0.26504830421377185	871	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-240.fastq.sort.bam.Kuruka	4.100811465113623	7781	present
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-242.fastq.sort.bam.Kuruka	7.749118076966998	7897	present
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-245.fastq.sort.bam.Kuruka	3.8978937992463174	7945	present
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-248.fastq.sort.bam.Kuruka	7.933649080735412	7617	present
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-25.fastq.sort.bam.Kuruka	3.176929199497545	7422	present
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-251.fastq.sort.bam.Kuruka	4.380646111682083	7629	present
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-26.fastq.sort.bam.Kuruka	1.139168550873587	5303	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-27.fastq.sort.bam.Kuruka	3.9558606828822658	7589	present
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-28.fastq.sort.bam.Kuruka	1.6420747973050132	6629	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-29.fastq.sort.bam.Kuruka	1.7301983556012333	6905	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-3.fastq.sort.bam.Kuruka	0.7548773552586502	2942	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-30.fastq.sort.bam.Kuruka	5.228012789768186	7825	present
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-31.fastq.sort.bam.Kuruka	5.629558524608885	7645	present
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-33.fastq.sort.bam.Kuruka	7.65576430284344	7924	present
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-34.fastq.sort.bam.Kuruka	10.243010962658445	7930	present
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-35.fastq.sort.bam.Kuruka	11.141560123329908	7831	present
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-36.fastq.sort.bam.Kuruka	12.65990499029348	7974	present
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-37.fastq.sort.bam.Kuruka	15.624969281717483	7979	present
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-38.fastq.sort.bam.Kuruka	10.591134520954665	7981	present
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-39.fastq.sort.bam.Kuruka	10.316	7972	present
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-4.fastq.sort.bam.Kuruka	0.2772840013703323	911	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-40.fastq.sort.bam.Kuruka	8.19484789311408	7942	present
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-41.fastq.sort.bam.Kuruka	13.301594838414982	7999	present
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-42.fastq.sort.bam.Kuruka	14.955177914811008	7971	present
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-43.fastq.sort.bam.Kuruka	12.12818727874843	7991	present
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-44.fastq.sort.bam.Kuruka	9.772727418065548	7966	present
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-45.fastq.sort.bam.Kuruka	14.535678200296905	7983	present
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-46.fastq.sort.bam.Kuruka	13.330350576681512	7974	present
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-47.fastq.sort.bam.Kuruka	12.487518556583305	7985	present
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-48.fastq.sort.bam.Kuruka	1.2828630809638004	5525	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-49.fastq.sort.bam.Kuruka	0.5532436907616763	2197	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-5.fastq.sort.bam.Kuruka	0.2637307297019527	623	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-51.fastq.sort.bam.Kuruka	0.8273606257850862	2942	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-52.fastq.sort.bam.Kuruka	0.28769647139431315	660	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-53.fastq.sort.bam.Kuruka	0.3250214685394542	751	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-54.fastq.sort.bam.Kuruka	0.40874523238552013	1432	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-55.fastq.sort.bam.Kuruka	0.419052186821971	841	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-56.fastq.sort.bam.Kuruka	0.5171494804156674	1908	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-57.fastq.sort.bam.Kuruka	2.7982203951124816	7789	present
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-58.fastq.sort.bam.Kuruka	0.9507183967112025	3447	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-59.fastq.sort.bam.Kuruka	0.8376073997944502	3297	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-6.fastq.sort.bam.Kuruka	0.27095192417494574	766	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-60.fastq.sort.bam.Kuruka	1.009499257736668	4837	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-61.fastq.sort.bam.Kuruka	0.5931574740207833	1557	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-62.fastq.sort.bam.Kuruka	2.3085701724334817	7337	present
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-63.fastq.sort.bam.Kuruka	0.9724060751398881	4096	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-64.fastq.sort.bam.Kuruka	2.0533375585246088	7417	present
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-65.fastq.sort.bam.Kuruka	1.38450188420692	5950	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-66.fastq.sort.bam.Kuruka	1.0890608655932397	4257	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-67.fastq.sort.bam.Kuruka	13.224203380153021	7794	present
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-68.fastq.sort.bam.Kuruka	11.831010505881009	7816	present
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-69.fastq.sort.bam.Kuruka	1.4736429142400365	5853	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-7.fastq.sort.bam.Kuruka	0.29589516957862283	951	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-70.fastq.sort.bam.Kuruka	1.0655682311293821	3763	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-71.fastq.sort.bam.Kuruka	0.5663529747630467	1836	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-72.fastq.sort.bam.Kuruka	0.9888169464428457	3746	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-73.fastq.sort.bam.Kuruka	1.1831370332305584	4766	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-74.fastq.sort.bam.Kuruka	12.118051159072742	7989	present
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-75.fastq.sort.bam.Kuruka	0.4881875071371474	1508	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-78.fastq.sort.bam.Kuruka	1.2691540481900194	4935	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-79.fastq.sort.bam.Kuruka	1.087927372387804	4936	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-8.fastq.sort.bam.Kuruka	2.9933260248943703	7414	present
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-80.fastq.sort.bam.Kuruka	1.1513683910014845	4555	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-81.fastq.sort.bam.Kuruka	1.0054178371588445	4379	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-82.fastq.sort.bam.Kuruka	1.9198607970766244	7139	present
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-84.fastq.sort.bam.Kuruka	0.9987508279091013	4143	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-85.fastq.sort.bam.Kuruka	1.028538312207377	4658	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-86.fastq.sort.bam.Kuruka	2.9188217426059153	7345	present
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-88.fastq.sort.bam.Kuruka	0.4268569144684253	1362	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-89.fastq.sort.bam.Kuruka	0.45587689848121504	628	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-9.fastq.sort.bam.Kuruka	1.1865495032545392	4852	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-90.fastq.sort.bam.Kuruka	0.11749343382436908	0	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-91.fastq.sort.bam.Kuruka	0.14816935023409844	26	absent
/Volumes/Storage/kuruka/deviaTE/raw-data//DrosEu-93.fastq.sort.bam.Kuruka	0.33495489322827454	517	absent
