SRR23104002,Kuruka,24.54,16.83
SRR23104003,Kuruka,24.98,16.79
SRR23104004,Kuruka,16.10,9.82
SRR23104005,Kuruka,21.54,14.97
SRR23104006,Kuruka,22.72,16.31
SRR23104007,Kuruka,29.59,20.57
SRR23104008,Kuruka,30.72,22.04
SRR23104009,Kuruka,17.68,14.44
SRR23104010,Kuruka,22.53,14.08
SRR23104011,Kuruka,5.97,0.40
SRR23104012,Kuruka,28.61,23.48
SRR23104013,Kuruka,9.73,0.34
SRR23104014,Kuruka,12.43,0.36
SRR23104016,Kuruka,6.76,0.33
SRR23104017,Kuruka,7.98,0.31
SRR23104018,Kuruka,10.85,0.36
SRR23104020,Kuruka,8.29,0.31
SRR23104021,Kuruka,1.63,0.29
SRR23104023,Kuruka,18.63,11.25
SRR23104024,Kuruka,21.76,12.48
SRR23104025,Kuruka,9.40,0.31
SRR23104026,Kuruka,7.40,0.34
SRR23104027,Kuruka,1.64,0.30
SRR23104028,Kuruka,21.65,13.63
SRR23104029,Kuruka,9.12,0.35
SRR23104030,Kuruka,8.24,0.32
SRR23104031,Kuruka,9.15,0.32
SRR23104032,Kuruka,8.75,0.35
SRR23104033,Kuruka,6.61,0.34
SRR23104034,Kuruka,5.40,0.57
SRR23104035,Kuruka,9.48,0.70
SRR23104036,Kuruka,8.58,0.29
SRR23104038,Kuruka,10.15,0.36
SRR23104039,Kuruka,15.05,8.42
SRR23104040,Kuruka,4.36,0.28
SRR23104041,Kuruka,9.38,0.34
SRR23104042,Kuruka,6.44,0.32
SRR23104043,Kuruka,54.72,42.38
SRR23104044,Kuruka,6.11,0.30
SRR23105310,Kuruka,3.38,1.40
SRR23105311,Kuruka,4.62,2.55
SRR23105312,Kuruka,8.12,5.24
SRR23105313,Kuruka,9.60,5.55
SRR23876562,Kuruka,5.94,0.07
SRR23876563,Kuruka,8.91,0.10
SRR23876564,Kuruka,38.93,0.30
SRR23876565,Kuruka,54.48,0.47
SRR23876566,Kuruka,133.50,1.11
SRR23876567,Kuruka,24.72,0.20
SRR23876568,Kuruka,19.32,0.18
SRR23876569,Kuruka,14.06,0.13
SRR23876570,Kuruka,14.14,0.13
SRR23876571,Kuruka,9.66,0.11
SRR23876572,Kuruka,15.89,0.14
SRR23876573,Kuruka,15.69,0.14
SRR23876574,Kuruka,58.17,0.40
SRR23876575,Kuruka,9.70,0.12
SRR23876576,Kuruka,11.02,0.14
SRR23876577,Kuruka,6.80,0.10
SRR23876578,Kuruka,8.03,0.12
SRR23876579,Kuruka,12.61,0.16
SRR23876580,Kuruka,11.08,0.13
SRR23876581,Kuruka,9.54,0.10
SRR23876582,Kuruka,10.60,0.13
SRR23876583,Kuruka,10.35,0.14
SRR23876584,Kuruka,8.89,0.12
SRR23876585,Kuruka,49.09,0.36
SRR23876586,Kuruka,9.30,0.13
SRR306609,Kuruka,17.33,14.21
SRR306611,Kuruka,36.99,31.79
SRR306612,Kuruka,11.14,8.80
SRR306614,Kuruka,1.27,0.08
SRR306616,Kuruka,1.51,0.13
SRR306618,Kuruka,1.95,0.20
SRR306619,Kuruka,1.17,0.13
SRR306621,Kuruka,1.53,0.15
SRR306622,Kuruka,1.99,0.38
SRR306623,Kuruka,2.31,0.39
SRR306624,Kuruka,0.83,0.10
SRR306629,Kuruka,2.75,0.29
SRR306630,Kuruka,2.05,0.18
SRR306631,Kuruka,2.23,0.34
SRR306632,Kuruka,2.47,0.38
SRR306633,Kuruka,1.32,0.10
SRR306634,Kuruka,1.72,0.23
SRR3590548,Kuruka,6.80,0.23
SRR3590549,Kuruka,6.84,0.25
SRR3590550,Kuruka,4.50,0.18
SRR3590551,Kuruka,2.44,0.07
SRR3590552,Kuruka,5.57,0.18
SRR3590553,Kuruka,7.63,0.26
SRR3590554,Kuruka,12.83,0.32
SRR3590555,Kuruka,16.10,0.37
SRR3590556,Kuruka,7.73,0.17
SRR3590557,Kuruka,3.51,0.08
SRR3590558,Kuruka,9.44,0.31
SRR3590559,Kuruka,5.57,0.20
SRR3590560,Kuruka,12.53,0.15
SRR3590561,Kuruka,3.86,0.08
SRR3590562,Kuruka,9.21,0.20
SRR3590563,Kuruka,2.92,0.10
SRR3939042,Kuruka,4.91,0.24
SRR3939043,Kuruka,5.00,0.18
SRR3939044,Kuruka,4.33,0.16
SRR3939045,Kuruka,5.92,0.30
SRR3939046,Kuruka,4.29,0.19
SRR3939047,Kuruka,4.89,0.23
SRR3939048,Kuruka,8.58,0.33
SRR3939049,Kuruka,3.61,0.18
SRR3939050,Kuruka,3.49,0.16
SRR3939051,Kuruka,8.80,0.25
SRR3939052,Kuruka,9.06,0.22
SRR3939053,Kuruka,10.55,0.22
SRR3939054,Kuruka,6.41,0.22
SRR3939055,Kuruka,7.97,0.17
SRR3939056,Kuruka,12.69,0.34
SRR3939057,Kuruka,12.98,0.39
SRR3939058,Kuruka,11.68,0.29
SRR3939059,Kuruka,10.88,0.26
SRR3939076,Kuruka,9.20,0.19
SRR3939077,Kuruka,12.13,0.16
SRR3939078,Kuruka,10.56,0.91
SRR3939080,Kuruka,9.56,0.25
SRR3939081,Kuruka,8.68,0.23
SRR3939082,Kuruka,12.09,0.29
SRR3939083,Kuruka,10.55,0.24
SRR3939084,Kuruka,12.78,0.31
SRR3939085,Kuruka,10.84,0.21
SRR3939086,Kuruka,11.27,0.24
SRR3939087,Kuruka,7.93,0.18
SRR3939088,Kuruka,9.11,0.21
SRR3939089,Kuruka,11.78,0.26
SRR3939091,Kuruka,7.10,0.17
SRR3939092,Kuruka,7.50,0.17
SRR3939093,Kuruka,11.61,0.33
SRR3939094,Kuruka,12.93,0.30
SRR3939095,Kuruka,9.66,0.28
SRR3939096,Kuruka,8.41,0.19
SRR3939097,Kuruka,10.55,0.17
SRR3939098,Kuruka,5.28,0.19
SRR3939099,Kuruka,9.03,0.23
SRR3939100,Kuruka,6.01,0.30
SRR3939101,Kuruka,4.22,0.20
SRR3939102,Kuruka,3.52,0.17
SRR3939103,Kuruka,4.00,0.21
SRR3939104,Kuruka,3.80,0.14
SRR457669,Kuruka,3.54,0.04
SRR457697,Kuruka,3.52,0.03
SRR457698,Kuruka,4.10,0.04
SRR457701,Kuruka,5.94,0.06
SRR457707,Kuruka,4.90,0.04
SRR5647729,Kuruka,7.31,0.12
SRR5647730,Kuruka,17.32,0.26
SRR5647731,Kuruka,8.39,0.16
